Time_Step,Target_Return,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
73642,0.0070091779035817,-0.04434583442271567,-0.00427050392482075,-0.6820933581695818,0.06237717433056782,-0.09598477998200802,-0.023029160612175453,-0.5181261764316081,0.8882219115729212,0.3963608030665447,0.11944653846193853,0.019079927391730103
73646,0.0016609423836402,-0.5211646533803487,0.000561372088470551,-0.3568831918194809,-0.026002885891214567,-0.08635581053096131,0.03379871211245592,-0.13833635987114276,0.0056680488969900605,0.1890717291209848,-0.24852890393844018,0.012608784918725946
73650,0.0013020551030292,0.008763779392383365,-0.00899932329641262,-0.13404287200950518,0.3248390056948179,-0.11138718446886851,-0.014500923890589004,0.3876472945201008,0.2615736533768114,0.4047260747431373,0.08980183260719224,-0.024220552771063095
73654,-0.0011128245067883,-1.0521733276903287,0.0013287450652560504,-0.15733126964365865,0.6676361024358214,-0.09750507731608545,0.03911360185698598,0.7708113160748365,0.2934339787154047,1.1693591583295855,0.4630578834819754,-0.02659905060071661
73658,0.0070089974904075,-0.5205372427848156,0.013778703249628352,0.7680578923004525,-0.2810200664034512,0.02522140067030338,-0.0022348007359560976,-0.4280668112271027,-0.02270910272170463,-0.03979823189177406,0.24204770287798846,-0.009039938179891266
73662,0.006726951075669,-0.007767854401309317,0.012191952204253792,-0.17114651528325148,0.07107145845932453,-0.09838023611891039,0.01647887018889517,0.23509585121778057,-0.8898165986304158,-0.2252955167700007,0.057911178737554914,0.010446928502160535
73666,0.0,-0.5292719068743884,-0.01244736241653571,-0.2919886880825414,0.318706135450933,-0.07014554730041243,-0.010151220581638159,-0.23202349336118044,0.2620706650467639,0.17245165985140537,0.14275403627917693,-0.010364773362269248
73670,-0.0035306886277954,0.007969410388865766,0.004688822693180666,-0.18707669011221434,-0.006302039499288939,-0.09154444942400493,-0.03082577195933593,-0.06889223667231498,-0.0063338729394682896,-0.057037490122754705,-0.061846479862727344,0.0028265237021797124
73674,0.0093709571605236,-0.5200494247197798,0.0027538394841763324,-0.08885248052571332,1.6226732712063063,-0.07892272136425127,0.015616240013685358,1.734860796023484,0.6232593639854761,-0.22345548822270425,-0.18983336050063054,0.020350742643937186
73678,-0.001617687060786,0.003439326850785577,-0.021745700147907686,0.023137853694766772,0.2549367351462541,-0.36991321711034186,0.0013627483201931415,-0.6250645770412252,0.30945626090575806,0.5730509942349085,0.03463751511526614,0.008149350574718921
73682,0.0043756410828246,-0.028397746386461364,0.015450044657176126,0.04020723664172769,0.30187628760871715,-0.06863343157557791,0.030559930133651096,-0.10704126832888644,0.33226515997349476,0.9793125301802901,-0.06260302678919104,0.014416593099815363
73686,0.0080343920983147,-0.019188473781783216,-0.00022358960826078815,-0.007861293199259035,-0.9905783770624355,-0.11493743791495398,0.037037566627832016,-0.17127849826716285,0.3115594165454948,0.37994914675864383,-0.28613729745660366,0.01952027081966982
73690,0.0021720359026722,-0.0186141968812212,0.015034041361301632,-0.29102745571942296,-0.2563656864515586,-0.07121821691001955,-0.004601959285963865,0.09429969459822923,-0.020948881066547517,0.3629498124238905,0.09277154390575489,0.009164955215945427
73694,-0.0005601875894072,-0.027557393379666076,-0.012150324547819986,-0.07737006048153028,0.07124235168801726,-0.08997992707006436,0.011386249656978178,-0.6169552735045882,-0.005523944287212406,-0.6375564617814388,0.295942247233159,-0.006998765878792082
73698,0.0006024531651585,-0.5506550430063178,0.009759681668306252,-0.2886187963924772,0.3937053964728403,-0.013296976067151346,-0.00323282242575749,-0.3634162059350544,0.25989417215928473,0.35386602100064746,0.5067071492614483,-0.006506126980614488
73702,0.0117715973149945,-0.013387516615350599,-0.017026058287900502,-0.026668622808258043,0.09366535583415019,-0.08856046258051317,0.023137441723093347,-0.8016252423797385,-0.005859940629273557,-0.4184753581678473,-0.04076773325985545,0.01822452866168995
73706,-0.006754705760662,-1.0767831033340467,-0.006528327413839516,-0.4311455596983903,-0.5255186946614158,-0.1172900985787411,0.013790048102012651,0.23023984446653403,0.565836019793863,0.583291683561521,0.2811332538643787,-0.0009623066916261934
73710,-0.0109586083184055,-0.5195058067875967,-0.034981241245404186,0.19729550936188167,2.6540879977170446,-0.12005861855248447,0.03863778400821742,-0.13010838534902872,-0.028799582150006716,0.8017984701066864,-0.224610325276487,-0.023332581697056015
